;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
0;0.940721614597785;80;0.9402021539473684;0.016312935352579896;0.9369776373333334;0.02102878196502692;0.940547124;0.01608342022623735;0.943012892;0.025418498109675104;0.938308896;0.01056607528535523;0.9410799933333334;0.02280679751964274;0.9370002306666667;0.013441848284539868;0.9437485133333333;0.016469658920870826;0.9400189506666666;0.020011403759399853;0.939026616;0.01126211650508308
1;0.940723572948062;80;0.9413537506849315;0.020371210370023582;0.9374752583333333;0.01945060713030301;0.9425712972222222;0.016118813938341296;0.9389578291666667;0.00843486392736012;0.9409769722222222;0.012758044614195743;0.9409642722222222;0.021997871465207278;0.9397894347222222;0.011339132101685806;0.9380943055555555;0.028396524228537907;0.9409915402777778;0.021169542313152514;0.9422364083333333;0.022112003414446486
2;0.9407255312983389;80;0.9449871213333333;0.021547495036586064;0.9365351189189189;0.018373857860876468;0.9398223878378379;0.015440331336523547;0.9398564851351351;0.013733034618355629;0.9381772445945946;0.020378763770383126;0.9444778310810811;0.015503699344093146;0.9367957716216216;0.02608332682510178;0.941746122972973;0.012769804427553237;0.940942904054054;0.02179310405013124;0.9410982135135135;0.01620827473157879
3;0.9407274896486156;80;0.9410659485714286;0.015175901630562351;0.9411290695652174;0.020257427684615893;0.939299563768116;0.012860506280903869;0.9398342130434783;0.022806839501103435;0.9400142362318841;0.016695182305304264;0.9379483144927536;0.013028271241840314;0.9420832405797102;0.01038364385836912;0.9425335275362319;0.017276222674522106;0.9405105405797102;0.01455190451044042;0.9366745144927536;0.019691717393139112
4;0.9407294479988926;80;0.940948512;0.013512288483330501;0.9406760567567568;0.018012859476831462;0.9387350702702703;0.009822263049181853;0.9406484432432433;0.01979361845779151;0.9378105594594595;0.01419753613360112;0.9418612486486486;0.013286597562197505;0.9424417121621622;0.017936871248918;0.9376908635135135;0.013645948923434365;0.942408254054054;0.02036028784845899;0.9367403148648649;0.016221659331611907
5;0.9407314063491695;80;0.9403736569444444;0.01570166995765438;0.9376752816901408;0.011591026498377456;0.9436880464788733;0.01361505917953489;0.9402256464788732;0.019601355918957904;0.9382620732394367;0.016800859812623182;0.9408122563380281;0.020765350347206026;0.9390541295774648;0.013269880340717832;0.9406526028169014;0.027295552998940903;0.9428094295774648;0.01988718126363523;0.9434781267605634;0.023781087814737856
6;0.9407333646994462;80;0.9423174916666667;0.02064195306786608;0.9404660873239437;0.018867123961415228;0.9433246929577465;0.01324035266904412;0.938614223943662;0.01842724120886144;0.9383800056338029;0.01417821491917277;0.9425042943661972;0.02435914217357118;0.9356686267605634;0.013684177872460245;0.941999285915493;0.023745104678536497;0.9415311126760564;0.024158189015729095;0.9404457774647887;0.013848117302963158
7;0.9407353230497232;80;0.938903652112676;0.013719104640087633;0.9392064642857143;0.020761055958365582;0.9411986028571429;0.01450862033975595;0.9400249657142857;0.011349914281957946;0.9374767442857143;0.017991444519900226;0.9437558228571429;0.019910076365471086;0.9414090442857143;0.017363061084947104;0.9380506214285714;0.01570043213815774;0.9397496914285715;0.018103838232118294;0.9407212614285714;0.015807176103040943
8;0.9407372813999999;80;0.9419113943661972;0.016473084513228473;0.9416867357142857;0.013042315516187244;0.9375002757142857;0.015532015987746228;0.9394267385714286;0.01894980017690747;0.94219989;0.009907655308274494;0.9383536714285714;0.024108347221357764;0.9424286614285714;0.016913857275072827;0.9414106371428571;0.020603390836885095;0.94067361;0.016554817054786047;0.9369196157142857;0.02569963240517933
9;0.940739239750277;80;0.938302128;0.011754737073640638;0.9400039527027026;0.02630297755769504;0.93938495;0.016379540573216868;0.9404636756756757;0.019972025610151593;0.9435135513513514;0.017351896147085617;0.938282404054054;0.018309059828038567;0.9414206594594594;0.014257897069823324;0.9385262675675675;0.012199671800998763;0.9417420027027027;0.01221741142828291;0.9433162135135135;0.022251940802997142
